image	caption
/content/MediaEval_NewsImages/Training Dataset/C8F264F0A98E54D37EF1E926DF4444C6.jpg	Athol Daily News - A's hit 3 two-run homers to beat the Red Sox 6-5 rafael devers justin turner brent rooker famer ted williams kenley jansen angel felipe james paxton cody thomas jace peterson trevor may tony kemp ken waldichuk rob refsnyder tyler soderstrom mark kotsay b ryan noda brayan bello joely rodr 
/content/MediaEval_NewsImages/Training Dataset/CB8E2A707C9B2E5F4E424B2C772825EF.jpg	Chinese Seafood Buffet to Replace Former Applebee's Â» Urban Milwaukee peterson jan lin tetzner milwaukee common council applebee bridges development taco bell
/content/MediaEval_NewsImages/Training Dataset/717F4BD5E12D90554DDE31D8B02DED21.jpg	China's Top Glass Producer to Invest in Indonesia's Quartz Downstream group in wuhu xinyi group
/content/MediaEval_NewsImages/Training Dataset/4F47FECB282F1DFCCCACA4582182D3CD.jpg	Patients who had appointments or operations cancelled during Covid were 80% more likely to end up hospitalised for a 'preventable' condition, major study finds heart foundation university of liverpool gp patient
/content/MediaEval_NewsImages/Training Dataset/930F5CDF9361E4BF477C2FC89DD0C223.jpg	Has your car been stolen? It may be headed overseas willard jim willard adam rottman police department baltimore field office mercedes national insurance crime bureau
/content/MediaEval_NewsImages/Training Dataset/0E52A92E149AA06213CDEF3E1C4BD26E.jpg	More Businesses Optimistic About Economic Prospects research business confidence
/content/MediaEval_NewsImages/Training Dataset/766CEA19A6BA140C5E80B3D057D9AA3C.jpg	Tri coloured border collie â€“ Talk Vietnam leji van chien keng eng kee tru lang wayne liew central committee ministry of industry standing committee united states truong son national war cemetery central committee political bureau party of vietnam standing committee of the national people congress european union moit trade remedies authority nissan central military commission tata group ministry of national defense economic development cooperation fund of korea
/content/MediaEval_NewsImages/Training Dataset/FAA3CE0DB79AB207761C4D930AC6DB67.jpg	North Carolina Fire Departments Make Daring Donkey Rescue fire department wake forest fire department raleigh professional fire fighters association brassfield volunteer fire department facebook
/content/MediaEval_NewsImages/Training Dataset/CD1107561FCEC5B8B095D24E5C11644D.jpg	Gov't Announces $104 Million Aid For Farmers Affected By Drought disaster risk management committee ministry of agriculture
/content/MediaEval_NewsImages/Training Dataset/F161B5457E1F91D7242ED2A1C27F5A33.jpg	The Patriots being underdogs is perfect championship at alabama
/content/MediaEval_NewsImages/Training Dataset/147D4858AA7CC2463FF4DC03C624F296.jpg	Orange County's Vanguard University Bound for NCAA Division II bussell michael j beals santa barbara mike villamor azusa pacific vanguard university schools in division long a national association of intercollegiate athletics national collegiate athletics association freed center courtesy of vanguard university
/content/MediaEval_NewsImages/Training Dataset/5317D6F78556C93F6456B4C985573D17.jpg	South Dakota Governor Kristi Noem Blasts Liberals for Trying to Cancel Jason Alden aldean jason kempin getty kristi noem library of congress country music television calvin coolidge foundation twitter
/content/MediaEval_NewsImages/Training Dataset/C3B1F6C89355AF2DA73C6E93B4426B4B.jpg	More steps in pipeline to boost FDI hart yasuhiro sato zhu bing guo tingting roland busch pan yuanyuan ministry of commerce commerce ministry foreign investment administration china investment promotion organization siemens administration of foreign exchange american chamber united states
/content/MediaEval_NewsImages/Training Dataset/1A6DEAD832DAF38301BB024271762409.jpg	Slackline les vans â€“ Talk Vietnam lu truong quang hoan pham van phong van chien hoa chinh le quang tu elena golm le quang minh zhao leji nguyen van khai youth union statistics office standing committee central committee quang ngai college party of vietnam standing committee of the national people congress google authority of broadcasting exxonmobil ministry of information pham van dong university department of foreign affairs central committee political bureau
/content/MediaEval_NewsImages/Training Dataset/0BE0C80FCC77795B2AFE7F559E2C9ED1.jpg	Guns and drugs seized from vehicle after police stop in Maple Ridge response team
/content/MediaEval_NewsImages/Training Dataset/331CD363674962DE2E885D25AA260E66.jpg	XPO announces CFO change wismans mario harik carl anderson 
/content/MediaEval_NewsImages/Training Dataset/662E43C9EE3FD1DEE63DCFB51A737BF6.jpg	Toxic Plant Found in KY Is Also Edible canning company vanderbilt university
/content/MediaEval_NewsImages/Training Dataset/568A5494BD6E84EA0D7AFB72099DAD77.jpg	Where to watch The 2023 Open Championship: live stream for free rahm scottie scheffler rory mcilroy cameron smith joe maring royal liverpool golf club in wirral united states network disney united states espn
/content/MediaEval_NewsImages/Training Dataset/A1EC368D4FFC26B77F4C0731B971035E.jpg	Quirky off-grid Eden Valley home in SA's Barossa Valley one-of-a-kind property group
/content/MediaEval_NewsImages/Training Dataset/B6E6F82F9F9D28D19D9EC33FFB02AC94.jpg	Yamuna water level breaches danger mark amid rains in Delhi water commission india meteorological department
/content/MediaEval_NewsImages/Training Dataset/C98B7173CECC8EF6259393715154F8AA.jpg	Democrats Dismiss Whistleblowers' Claims of Interference in Hunter Biden Probe as 'Prosecutorial Discretion' shapley los angeles joe biden hillary clinton james comey hunter biden david weiss madalina vasiliu joseph ziegler jamie raskin house judiciary committee department of justice committee on oversight revenue service accountability committee means committee house committee on oversight u s congress
/content/MediaEval_NewsImages/Training Dataset/27CB34633EB2173870B49E2EDFAA2677.jpg	Progressive aldermen push to boost minimum wages for tipped workers, expand mandated paid leave fuentes carlos ramirez-rosa brandon johnson sam toia michael rodriguez gilbert villegas saru jayaraman city council city council rules committee illinois restaurant association bureau of labor statistics
/content/MediaEval_NewsImages/Training Dataset/4C57860BFD2C6DC2BA21177A9A9EFCE1.jpg	Factors Behind Suicidal Thoughts in Australian Construction Industry mental health education group a university of south australia suicide prevention research
/content/MediaEval_NewsImages/Training Dataset/9425C2B3328EAB2D5D5F166541970A40.jpg	Road work to close I-391 on-ramp in Chicopee Thursday & Friday center to interchange massachusetts department of transportation mass
/content/MediaEval_NewsImages/Training Dataset/689C3E02E9C6239AD1CC374A95E8CD14.jpg	Masicka's 438 Album Back In Top 10 On Apple Music Jamaica Chart don dexta daps sean paul def jam
/content/MediaEval_NewsImages/Training Dataset/F9925DF9F026B3376A2FABE676E30157.jpg	This Changed the Way I Look for AI Stocks Forever deere deere co nvidia
/content/MediaEval_NewsImages/Training Dataset/3B15333FB7F8A028E3ADAB0BF80C20E4.jpg	Devonshire Court residents evacuated due to fire in Maple Ridge court housing
/content/MediaEval_NewsImages/Training Dataset/2CB8A54F10F4B1622BB097837742AF7F.jpg	Update: Summertime By George Canceled rotary club
/content/MediaEval_NewsImages/Training Dataset/F40BE22DF97459EAFD240E0834F03998.jpg	Zimbabwe border posts â€“ Talk Vietnam warnery zhao leji van chien central committee standing committee communications pham duc long central committee political bureau vietnam post corporation truong son national war cemetery la poste ministry of national defense economic development cooperation fund of korea standing committee of the national people congress party of vietnam central military commission
/content/MediaEval_NewsImages/Training Dataset/EB9DBE6DFC5101950B7840AA1067801F.jpg	Invaders Damage 664 Cultural Heritage Objects In Ukraine of culture media center ukraine
/content/MediaEval_NewsImages/Training Dataset/BEACEB785513A7F7254B15A63A1D93CE.jpg	Inside the Met Police: Former officers open up lloyd-rose jess mcdonald mark rowley liz jackson community safeguarding unit
/content/MediaEval_NewsImages/Training Dataset/96FC4C9C01F093FED7D53702CFB2AE81.jpg	Woodlands council waives tax penalties for flood-affected landowners deane john burrows bruce prestidge andre bachand gordon frank reeve dave kusch peter kuelken jeremy wilhelm brad quarin devin williams 
/content/MediaEval_NewsImages/Training Dataset/4FEF499C4A32A6E4BCFDA323C9D0D810.jpg	The Times Daily Quiz: Thursday July 20, 2023 smith kylie minogue kate winslet marianne dashwood sophia dorothea 
/content/MediaEval_NewsImages/Training Dataset/9812B7002D9F8961C34DDD530443DA12.jpg	FIFA Women's World Cup: Professional women athletes are still fighting for equitable sponsorship â€“ Johansen.se brock university united states national women soccer league women super league morgan inclusion lab
/content/MediaEval_NewsImages/Training Dataset/91C5B494FB9A007B3F491C29AD6B5904.jpg	Doing business at Palais des congres becoming more dangerous: merchant pimentel vincent daou james hughes emmanuelle legault van houtte old mission brewery tim hortons
/content/MediaEval_NewsImages/Training Dataset/2B4A33EF48CEA30677B88BFD7865A2ED.jpg	E. coli explained: The inside track on the Great Lakes scourge bieman maddy boyko derek ruttan theresa warren lambton public health on london free lambton public health southwestern public health
/content/MediaEval_NewsImages/Training Dataset/90283D2F6A40203D55446184BF549580.jpg	TRU partnership secures funding for summer statistics conference - Kamloops News anderson jabed tomal erfanul hoque suzanne feldberg thompson rivers university canadian statistical sciences institute simon fraser university
/content/MediaEval_NewsImages/Training Dataset/80417A7AB7E157533F023A6212FF6426.jpg	Saudi ministers visit world's first liquefied hydrogen carrier in Jeddah press agency saudi energy kawasaki heavy industries
/content/MediaEval_NewsImages/Training Dataset/DC225A45D23E458708803CF1C6B39BC2.jpg	California Extends Travel Ban to Three More States Over Transgender Bills of california california state university
/content/MediaEval_NewsImages/Training Dataset/0CB0190DC5AAB9A063817E5EE81E8CEA.jpg	EU should seek new synergies with China to promote collaboration wuttke li qiang martin brudermueller summer davos forum bmw volkswagen eu chamber tianjin summer davos forum united states european union
/content/MediaEval_NewsImages/Training Dataset/3D4C0420246892C6842EBF0CFCBB1AA0.jpg	Paul Bernardo prison transfer needed to be kept 'low profile,' officials said trudeau marco mendicino kristen french anne kelly leslie mahaffy tammy homolka tim warmington paul bernardo tim danson karla homolka public service canada correctional service of canada council office correctional service canada
/content/MediaEval_NewsImages/Training Dataset/C0545A4D8FE9B4E18A0967F73B713E2A.jpg	Stanford president resigns after fallout from falsified data in his research archiejul marc tessier-lavigne stanford university marc tessier-lavigne stanford university
/content/MediaEval_NewsImages/Training Dataset/EDE47D660E2BB369F861A412017C39A8.jpg	Get Your Tickets Habitat for Humanity's Annual Game for humanity liberty federal credit union national anthem
/content/MediaEval_NewsImages/Training Dataset/55F826347771F0FFB2FB45B7A939AD76.jpg	Friendship night â€“ Talk Vietnam anh anh facebook anh dao cua dan ngu zhao leji van chien central committee pham van dong university quang ngai college department of foreign affairs central committee political bureau youth union party of vietnam international films festival standing committee of the national people congress standing committee
/content/MediaEval_NewsImages/Training Dataset/2650141321C5A09A587397B456E817FB.jpg	[ANALYSIS] SONA 2023: How to judge PBBM by his own standards asia statistical indicators on philippine development philippine statistics authority maharlika investment fund philippine development plan world economic forum institute for management development
/content/MediaEval_NewsImages/Training Dataset/441E272F73ACFCF8195EF2ED7F23C7D9.jpg	'Subway shirts' trend on TikTok highlights how unsafe women feel on public transit barile leora tanenbaum asmita ghosh leora tanebaum andrea gunraj maya okindo florence olivia jenesse durham university canadian women foundation
/content/MediaEval_NewsImages/Training Dataset/9EEBF3C445E6C586CECA339B18F508C8.jpg	Commodities : Oil prices open lower on dollar strength, profit-taking - Today at 08:44 pm information administration reuters
/content/MediaEval_NewsImages/Training Dataset/FF251FC14D5E174ED17866547B833BA5.jpg	Prime Minister hails visit by Malaysian Foreign Minister abdul kadir anwar ibrahim commission for economic foreign affairs european union
